Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data
Água Comprida;MG;Município;Operação Contratual Interna;Caminho da Escola 5;Instituição Financeira Nacional;Caixa Econômica Federal;Real;145.500,00;17944.000118/2009-27;3100708;Arquivado;13/03/2009
Água Comprida;MG;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Caixa Econômica Federal;Real;126.750,00;17944.001152/2008-38;3100708;Arquivado;23/05/2008
Água Doce;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;550.000,00;00000.000000/0065-67;4200408;Devolvido;22/02/2011
Água Doce;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;450.000,00;00000.000000/0065-68;4200408;Devolvido;22/02/2011
Água Doce;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;550.000,00;17944.000277/2011-46;4200408;Deferido;21/06/2011
Água Doce;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;450.000,00;17944.000278/2011-91;4200408;Deferido;21/06/2011
Água Doce;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;1.200.000,00;17944.001314/2013-03;4200408;Deferido;19/12/2013
Água Doce;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;400.000,00;19406.000005/2005-11;4200408;Deferido;13/04/2005
Água Doce;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;90.000,00;19406.000016/2002-58;4200408;Deferido;08/05/2002
Água Doce;SC;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;800.000,00;19406.000171/2009-41;4200408;Arquivado;03/11/2009
Água Doce;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;400.000,00;19406.000315/2004-54;4200408;Arquivado;16/07/2004
Água Doce;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;600.000,00;19406.000358/2006-00;4200408;Deferido;30/06/2006
Água Santa;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;350.000,00;17944.000036/2012-88;4300059;Deferido;13/03/2012
Água Santa;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.001891/2014-78;4300059;Deferido;06/01/2015
Água Santa;RS;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;172.700,00;19406.000387/2008-25;4300059;Deferido;20/05/2008
Água Santa;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;350.000,00;19406.000428/2006-11;4300059;Deferido;23/09/2006
Água Santa;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;250.000,00;19406.000504/2006-99;4300059;Deferido;23/09/2006
Aguanil;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000,00;17944.000898/2010-49;3100807;Deferido;20/07/2010
Águas de Chapecó;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;680.000,00;17944.000429/2014-53;4200507;Deferido;17/04/2014
Águas de Chapecó;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;19406.000395/2008-71;4200507;Deferido;22/04/2008
Águas de Lindóia;SP;Município;Operação Contratual Interna;Caminho da Escola 4;Instituição Financeira Nacional;Banco do Brasil S/A;Real;400.700,00;17944.001614/2008-17;3500501;Arquivado;09/07/2008
Águas de Santa Bárbara;SP;Município;Operação Contratual Interna;RELUZ;Outras;Pessoa Jurídica;Real;17.233,04;17944.001569/2005-58;3500550;Pendente de regularização;17/01/2008
Águas Formosas;MG;Município;Operação Contratual Interna;Caminho da Escola;Instituição Financeira Nacional;Banco do Brasil S/A;Real;434.975,00;17944.000181/2008-82;3100906;Arquivado;02/05/2008
Águas Formosas;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;687.692,58;17944.001010/2010-95;3100906;Deferido;29/10/2010
Águas Formosas;MG;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento de Minas Gerais;Real;190.432,61;17944.001947/2011-41;3100906;Pendente de regularização;03/07/2013
Águas Formosas;MG;Município;Operação Contratual Interna;Provias 2010;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;880.000,00;17944.001948/2011-96;3100906;Arquivado por decurso de prazo;28/01/2013
Águas Frias;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;315.000,00;19406.000009/2005-07;4200556;Deferido;31/05/2005
Águas Frias;SC;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catarina S/A;Real;500.000,00;19406.000167/2007-11;4200556;Deferido;03/07/2007
Águas Frias;SC;Município;Operação Contratual Interna;Caminho da Escola 2009 A;Instituição Financeira Nacional;Banco do Brasil S/A;Real;199.000,00;19406.000428/2009-64;4200556;Deferido;29/06/2010
Águas Mornas;SC;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;400.000,00;19406.000114/2009-61;4200606;Deferido;24/11/2009
Águas Vermelhas;MG;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Energética de Minas Gerais S/A;Real;27.092,18;17944.000542/2014-39;3101003;Pendente de regularização;23/02/2015
Águas Vermelhas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.500.000,00;17944.000543/2014-83;3101003;Arquivado por decurso de prazo;27/10/2014
Águas Vermelhas;MG;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto;Empresa Estatal;Companhia de Saneamento de Minas Gerais;Real;738.470,79;17944.000555/2012-46;3101003;Pendente de correções ou ajustes;29/12/2014
Águas Vermelhas;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.299.621,86;17944.002054/2011-13;3101003;Arquivado por decurso de prazo;11/07/2012
Agudo;RS;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.001654/2010-83;4300109;Deferido;13/06/2012
Agudo;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;591.300,00;19406.000047/2002-17;4300109;Deferido;13/06/2002
Agudo;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;1.000.000,00;19406.000366/2006-48;4300109;Deferido;27/09/2006
Agudo;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;1.000.000,00;17944.000815/2015-26;4300109;Pendente de correções ou ajustes;15/10/2015
Agudos;SP;Município;Operação Contratual Interna;Pró-Transporte;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.076.481,16;00000.000000/0096-04;3500709;Devolvido;18/09/2013
Agudos;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.076.481,16;00000.000000/0100-68;3500709;Devolvido;22/10/2013
Agudos;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.076.481,16;00000.000000/0107-68;3500709;Devolvido;14/01/2014
Agudos;SP;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias;Instituição Financeira Nacional;Caixa Econômica Federal;Real;3.076.481,12;17944.000447/2014-35;3500709;Deferido;09/06/2014
Agudos do Sul;PR;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco do Brasil S/A;Real;400.000,00;17944.000328/2009-15;4100301;Arquivado;23/04/2009
Agudos do Sul;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;500.000,00;17944.001494/2013-15;4100301;Deferido;21/11/2013
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;480.000,00;17944.001497/2013-59;4100301;Deferido;21/11/2013
Agudos do Sul;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção de instalações;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;120.000,00;17944.001498/2013-01;4100301;Deferido;22/11/2013
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;500.000,00;19406.000013/2010-24;4100301;Deferido;01/03/2010
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;530.000,00;19406.000092/2002-63;4100301;Deferido;05/07/2002
Agudos do Sul;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;233.650,00;19406.000249/2009-27;4100301;Deferido;01/03/2010
Agudos do Sul;PR;Município;Operação Contratual Interna;Multissetorial;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;45.000,00;19406.000250/2009-51;4100301;Deferido;01/03/2010
Agudos do Sul;PR;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;320.000,00;19406.000372/2008-67;4100301;Deferido;05/09/2008
Agudos do Sul;PR;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A;Real;600.000,00;19406.000416/2006-97;4100301;Deferido;28/07/2006
Agudos do Sul;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica;Empresa Estatal;Companhia Paranaense de Energia;Real;149.517,00;19406.000497/2006-25;4100301;Regularizado;28/07/2006
Aguiar;PB;Município;Operação Contratual Interna;Caminho da Escola 3;Instituição Financeira Nacional;Banco do Brasil S/A;Real;206.210,00;17944.001290/2008-17;2500205;Arquivado;26/08/2008
Aimorés;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;825.000,00;00000.000000/0057-48;3101102;Devolvido;18/06/2010
Aimorés;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;825.000,00;00000.000000/0057-59;3101102;Devolvido;17/06/2010
Aimorés;MG;Município;Operação Contratual Interna;Infraestrutura;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;825.000,00;17944.001313/2010-16;3101102;Deferido;27/09/2010
Aimorés;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;825.000,00;17944.001314/2010-52;3101102;Deferido;27/09/2010
Aimorés;MG;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;1.250.000,00;17944.001977/2006-91;3101102;Arquivado;24/07/2007
Aiuaba;CE;Município;Operação Contratual Interna;Caminho da Escola 2010;Instituição Financeira Nacional;Caixa Econômica Federal;Real;608.000,00;00000.000000/0067-09;2300408;Devolvido;19/04/2011
Ajuricaba;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;700.000,00;17944.000634/2014-19;4300208;Deferido;14/05/2014
Ajuricaba;RS;Município;Operação Contratual Interna;Provias;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fomento/RS;Real;900.000,00;19406.000076/2009-47;4300208;Deferido;30/04/2009
Ajuricaba;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul S/A;Real;450.000,00;19406.000128/2004-71;4300208;Deferido;22/04/2004
Alagoa;MG;Município;Operação Contratual Interna;Provias 2009;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;550.000,00;17944.001098/2009-10;3101300;Deferido;22/09/2010
Alagoa Grande;PB;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;690.800,00;17944.000859/2008-27;2500304;Arquivado;29/08/2008
Alagoa Nova;PB;Município;Operação Contratual Interna;Caminho da Escola 2;Instituição Financeira Nacional;Banco do Brasil S/A;Real;355.326,00;17944.000866/2008-29;2500403;Arquivado;26/08/2008
Alagoas;AL;Estado;Operação Contratual Interna;Desenvolvimento sustentável;Instituição Financeira Nacional;Banco do Nordeste do Brasil S/A;Dólar dos EUA;5.627.000,00;17944.000154/2002-14;27;Deferido;10/07/2002
Alagoas;AL;Estado;Operação Contratual Externa (com garantia da União);Fortalecimento Institucional;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;250.000.000,00;17944.000510/2013-52;27;Deferido;10/12/2013
Alagoas;AL;Estado;Operação Contratual Interna;PMAE;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;7.000.000,00;17944.000700/2010-27;27;Deferido;10/09/2013
Alagoas;AL;Estado;Operação Contratual Interna;PMAE;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;9.387.150,00;17944.000701/2010-71;27;Arquivado por decurso de prazo;14/08/2014
Alagoas;AL;Estado;Operação Contratual Interna (com garantia da União);PEF - Programa Emergencial de Financiamento dos Estados/DF;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico e Social;Real;166.404.000,00;17944.000800/2009-10;27;Arquivado;23/11/2009
Alagoas;AL;Estado;Operação Contratual Externa (com garantia da União);Profisco;Instituição Financeira Internacional;Banco Interamericano de Desenvolvimento;Dólar dos EUA;7.000.000,00;17944.000800/2010-53;27;Deferido;10/12/2013
Alagoas;AL;Estado;Operação Contratual Externa (com garantia da União);Desenvolvimento sustentável;Instituição Financeira Internacional;Banco Internacional para Reconstrução e Desenvolvimento;Dólar dos EUA;195.450.000,00;17944.001073/2009-16;27;Contrato assinado;23/11/2009
